ID,Meno,Priezvisko,Rodne_cislo,Miesto_narodenia,Stav_uctu,Stav
9559,Radoslav,Rusnak,641014/5783,Tvrdosin,912456,slobodny
9560,Katerina,Bednarova,585611/9820,Tvrdosin,357338,vydaty
9561,Ondrej,Simek,920501/6450,Humenne,220612,slobodny
9562,Simona,Vargova,756210/2005,Humenne,711524,vydaty
9563,Richard,Fabian,721014/4117,Poprad,394882,slobodny
9564,Barbora,Kucerova,735106/8960,Trencin,228460,vydaty
9565,Peter,Predajniansky,580810/9235,Presov,503880,slobodny
9566,Lucia,Dvorakova,576012/6634,Poprad,707667,vydaty
9567,Richard,Predajniansky,680505/6486,Martin,479788,slobodny
9568,Petra,Markova,826203/9576,Trnava,874578,vydaty
9569,Richard,Vesely,950228/6821,Zvolen,869975,slobodny
9570,Simona,Kubikova,755308/1403,Bardejov,386578,vydaty
9571,Jan,Kubik,790603/3377,Bardejov,85279,slobodny
9572,Zuzana,Muskova,725323/8774,Trencin,721186,vydaty
9573,Radoslav,Horvath,901227/1301,Poprad,627949,slobodny
9574,Veronika,Fabianova,955110/1239,Zvolen,611944,vydaty
9575,Ondrej,Urban,880127/9763,Kosice,562898,slobodny
9576,Petra,Muskova,565312/4407,Poprad,362094,vydaty
9577,Radoslav,Urban,510209/4058,Zilina,325971,slobodny
9578,Ivana,Muskova,655912/4477,Humenne,522541,vydaty
9579,Radoslav,Marko,591006/6126,Poprad,413379,slobodny
9580,Zuzana,Dvorakova,785727/5180,Senec,396898,vydaty
9581,Ondrej,Dvorak,510804/8427,Svidnik,910158,slobodny
9582,Barbora,Kucerova,936204/9827,Svidnik,893066,vydaty
9583,Richard,Rusnak,771026/2880,Nitra,320412,slobodny
9584,Barbora,Bednarova,805428/9831,Komarno,399573,vydaty
9585,Filip,Dvorak,770623/5129,Snina,206396,slobodny
9586,Katerina,Horvathova,935314/8824,Poprad,19825,vydaty
9587,Marek,Urban,620128/7190,Kosice,620807,slobodny
9588,Katerina,Kucerova,985408/3264,Nitra,924127,vydaty
9589,Juraj,Rusnak,690419/4165,Poprad,192477,slobodny
9590,Katerina,Simekova,575221/7000,Svidnik,390103,vydaty
9591,Martin,Cerny,730406/7720,Trencin,127001,slobodny
9592,Veronika,Fabianova,805723/6695,Komarno,553307,vydaty
9593,Juraj,Marko,680126/7314,Zvolen,917945,slobodny
9594,Petra,Rusnakova,996111/8078,Levice,302905,vydaty
9595,Juraj,Rusnak,781109/1764,Trencin,333558,slobodny
9596,Barbora,Simekova,886021/8820,Kosice,73507,vydaty
9597,Marek,Predajniansky,710522/4831,Zilina,374333,slobodny
9598,Ivana,Cerna,595413/8224,Zvolen,207138,vydaty
9599,Filip,Kubik,980727/5810,Bratislava,767031,slobodny
9600,Sandra,Bednarova,726009/2748,Tvrdosin,784817,vydaty
9601,Martin,Simek,680707/2616,Snina,979522,slobodny
9602,Lucia,Rusnakova,945103/6302,Martin,184022,vydaty
9603,Richard,Horvath,880526/9251,Tvrdosin,688915,slobodny
9604,Veronika,Kubikova,995919/3972,Senec,158086,vydaty
9605,Peter,Kucera,700321/2849,Nitra,929972,slobodny
9606,Petra,Markova,705324/9949,Zvolen,130701,vydaty
9607,Martin,Predajniansky,920521/7445,Martin,969969,slobodny
9608,Jana,Urbanova,935105/1359,Bardejov,146107,vydaty
9609,Martin,Marko,530307/3590,Humenne,910211,slobodny
9610,Sandra,Urbanova,815718/2934,Zilina,702794,vydaty
9611,Richard,Fabian,590602/3886,Zilina,128077,slobodny
9612,Lucia,Urbanova,705822/3110,Zilina,937456,vydaty
9613,Radoslav,Vesely,751008/5998,Senec,877585,slobodny
9614,Sandra,Markova,836026/3077,Trnava,450485,vydaty
9615,Ondrej,Marko,631127/8618,Bratislava,736811,slobodny
9616,Sandra,Urbanova,926018/4889,Senec,185495,vydaty
9617,Ondrej,Varga,881015/4832,Humenne,581910,slobodny
9618,Katerina,Markova,795804/1066,Senec,13620,vydaty
9619,Marek,Kucera,690827/4622,Presov,217670,slobodny
9620,Zuzana,Vargova,655314/4385,Trnava,986187,vydaty
9621,Jan,Kucera,580802/4600,Poprad,95656,slobodny
9622,Sandra,Predajnianska,525322/6410,Poprad,64324,vydaty
9623,Ondrej,Marko,961202/5276,Trencin,694292,slobodny
9624,Petra,Horvathova,605913/8460,Poprad,627815,vydaty
9625,Jan,Bednar,860713/4205,Poprad,396654,slobodny
9626,Petra,Muskova,945114/8247,Tvrdosin,267602,vydaty
9627,Filip,Urban,721222/1139,Zilina,65361,slobodny
9628,Simona,Vargova,895325/5890,Zilina,361651,vydaty
9629,Richard,Fabian,860321/8124,Trencin,26809,slobodny
9630,Lucia,Fabianova,985818/4943,Martin,132613,vydaty
9631,Jan,Vesely,981118/6554,Tvrdosin,526534,slobodny
9632,Ivana,Simekova,975619/6425,Senec,746285,vydaty
9633,Peter,Urban,780728/5784,Levice,49919,slobodny
9634,Ivana,Simekova,665417/3256,Nitra,694359,vydaty
9635,Richard,Predajniansky,960412/7143,Tvrdosin,126912,slobodny
9636,Sandra,Novakova,905908/4303,Zilina,29981,vydaty
9637,Jan,Vesely,701002/1747,Humenne,937709,slobodny
9638,Simona,Dvorakova,545920/5369,Bratislava,338136,vydaty
9639,Marek,Bednar,590526/3874,Levice,137624,slobodny
9640,Veronika,Fabianova,575717/2574,Bratislava,663784,vydaty
9641,Marek,Rusnak,800527/2651,Snina,491641,slobodny
9642,Katerina,Muskova,925110/4075,Poprad,928635,vydaty
9643,Peter,Bednar,990901/4906,Presov,922577,slobodny
9644,Simona,Kucerova,745612/8058,Poprad,209864,vydaty
9645,Filip,Muska,620227/3867,Bratislava,240636,slobodny
9646,Petra,Rusnakova,845820/9902,Svidnik,430252,vydaty
9647,Juraj,Dvorak,630710/8545,Tvrdosin,644685,slobodny
9648,Petra,Horvathova,525709/9436,Humenne,432045,vydaty
9649,Martin,Varga,850714/8881,Presov,701691,slobodny
9650,Barbora,Kucerova,575418/3690,Trnava,371385,vydaty
9651,Ondrej,Predajniansky,710107/8509,Kosice,684600,slobodny
9652,Zuzana,Markova,595427/5183,Bratislava,422490,vydaty
9653,Martin,Fabian,881202/8957,Levice,106726,slobodny
9654,Sandra,Bednarova,625126/4353,Levice,198827,vydaty
9655,Radoslav,Novak,800206/8723,Bratislava,261042,slobodny
9656,Sandra,Predajnianska,965126/4342,Svidnik,567824,vydaty
9657,Ondrej,Predajniansky,590223/1282,Zilina,230678,slobodny
9658,Jana,Kucerova,815104/1282,Humenne,777082,vydaty
9659,Jan,Cerny,881013/5956,Komarno,203789,slobodny
9660,Petra,Kubikova,836026/2280,Komarno,954421,vydaty
9661,Radoslav,Horvath,931018/9442,Martin,360804,slobodny
9662,Veronika,Rusnakova,645422/1264,Bardejov,799932,vydaty
9663,Peter,Kucera,970318/5975,Humenne,209103,slobodny
9664,Ivana,Kucerova,725621/6462,Tvrdosin,956002,vydaty
9665,Martin,Simek,801107/3428,Trnava,296352,slobodny
9666,Zuzana,Simekova,625723/3618,Trnava,568153,vydaty
9667,Peter,Cerny,621021/5974,Zvolen,101995,slobodny
9668,Petra,Kucerova,635417/4367,Nitra,739399,vydaty
9669,Ondrej,Kucera,690919/9449,Bratislava,257874,slobodny
9670,Petra,Bednarova,825606/3829,Humenne,955885,vydaty
9671,Juraj,Horvath,900516/2742,Levice,424859,slobodny
9672,Jana,Simekova,615925/8170,Zvolen,929234,vydaty
9673,Juraj,Rusnak,890204/5769,Presov,971021,slobodny
9674,Ivana,Dvorakova,925507/8000,Nitra,440561,vydaty
9675,Tomas,Marko,990112/5979,Bratislava,592087,slobodny
9676,Lucia,Simekova,615827/6832,Humenne,853750,vydaty
9677,Jan,Vesely,530312/6637,Zilina,667242,slobodny
9678,Sandra,Simekova,605518/4214,Levice,589884,vydaty
9679,Ondrej,Dvorak,931228/7914,Kosice,990848,slobodny
9680,Simona,Simekova,526119/8276,Trencin,456304,vydaty
9681,Marek,Varga,750804/3208,Svidnik,941734,slobodny
9682,Ivana,Fabianova,875901/6062,Poprad,738609,vydaty
9683,Filip,Rusnak,700412/5589,Martin,221116,slobodny
9684,Petra,Horvathova,645404/1737,Zilina,465443,vydaty
9685,Peter,Fabian,550727/1887,Martin,381631,slobodny
9686,Jana,Predajnianska,995206/9065,Martin,890823,vydaty
9687,Richard,Bednar,991121/5121,Komarno,991575,slobodny
9688,Sandra,Cerna,985213/7493,Snina,147019,vydaty
9689,Juraj,Fabian,991115/4688,Trnava,290354,slobodny
9690,Ivana,Vargova,865928/8552,Zvolen,992696,vydaty
9691,Richard,Muska,930520/3631,Trencin,918723,slobodny
9692,Zuzana,Kubikova,995114/3042,Zvolen,620801,vydaty
9693,Richard,Bednar,540126/1459,Poprad,514944,slobodny
9694,Katerina,Vesela,775818/8083,Komarno,285302,vydaty
9695,Peter,Horvath,700213/4458,Komarno,386969,slobodny
9696,Zuzana,Kubikova,986025/1341,Tvrdosin,592623,vydaty
9697,Marek,Urban,561226/4977,Snina,362834,slobodny
9698,Sandra,Markova,575523/6730,Snina,930884,vydaty
9699,Juraj,Varga,881116/8678,Nitra,90627,slobodny
9700,Barbora,Dvorakova,725914/5587,Poprad,147591,vydaty
9701,Richard,Marko,530804/2734,Kosice,367991,slobodny
9702,Simona,Simekova,955627/8540,Zvolen,277231,vydaty
9703,Ondrej,Cerny,870213/3956,Poprad,834925,slobodny
9704,Veronika,Fabianova,985313/8413,Presov,80871,vydaty
9705,Marek,Varga,571119/4530,Bardejov,464199,slobodny
9706,Lucia,Rusnakova,555902/3181,Trnava,360271,vydaty
9707,Peter,Varga,681127/1554,Tvrdosin,825741,slobodny
9708,Barbora,Dvorakova,775311/8460,Tvrdosin,505013,vydaty
9709,Richard,Bednar,700514/5210,Tvrdosin,370119,slobodny
9710,Veronika,Muskova,886025/5696,Trnava,862242,vydaty
9711,Tomas,Fabian,510714/3174,Humenne,254637,slobodny
9712,Jana,Urbanova,676110/2374,Snina,695672,vydaty
9713,Richard,Simek,561013/7654,Senec,265265,slobodny
9714,Simona,Markova,756113/8809,Bardejov,48261,vydaty
9715,Jan,Kubik,601016/8595,Kosice,423188,slobodny
9716,Sandra,Horvathova,715101/8318,Senec,789412,vydaty
9717,Marek,Kucera,950216/8545,Snina,953474,slobodny
9718,Simona,Vesela,956008/7649,Trnava,763315,vydaty
9719,Martin,Vesely,870211/3651,Martin,202617,slobodny
9720,Simona,Novakova,555916/4245,Trencin,363203,vydaty
9721,Radoslav,Marko,941217/4791,Bardejov,711565,slobodny
9722,Jana,Novakova,976204/5065,Senec,982875,vydaty
9723,Tomas,Bednar,831219/1586,Nitra,112531,slobodny
9724,Sandra,Predajnianska,665818/9218,Trnava,668122,vydaty
9725,Marek,Kubik,661124/7597,Martin,610092,slobodny
9726,Jana,Horvathova,835802/3906,Zvolen,933892,vydaty
9727,Filip,Varga,820626/4041,Svidnik,226308,slobodny
9728,Jana,Predajnianska,915919/7970,Trnava,525958,vydaty
9729,Juraj,Urban,560918/1523,Zvolen,218351,slobodny
9730,Katerina,Simekova,795703/8013,Humenne,116008,vydaty
9731,Tomas,Dvorak,980624/6279,Komarno,516811,slobodny
9732,Veronika,Predajnianska,965813/5732,Presov,602911,vydaty
9733,Radoslav,Simek,910126/6912,Trencin,21388,slobodny
9734,Jana,Muskova,845713/5811,Bratislava,263541,vydaty
9735,Richard,Kubik,820108/9558,Trencin,566301,slobodny
9736,Barbora,Simekova,735416/7668,Svidnik,440411,vydaty
9737,Jan,Varga,670813/3428,Poprad,317530,slobodny
9738,Lucia,Predajnianska,766117/7571,Senec,969331,vydaty
9739,Tomas,Urban,780703/9898,Levice,784213,slobodny
9740,Ivana,Vargova,795222/2634,Bardejov,343556,vydaty
9741,Radoslav,Bednar,850116/1516,Snina,954930,slobodny
9742,Katerina,Muskova,695627/4157,Trnava,638339,vydaty
9743,Juraj,Kubik,820801/1763,Senec,457932,slobodny
9744,Sandra,Muskova,876224/9472,Bardejov,831526,vydaty
9745,Juraj,Muska,781227/9569,Levice,476180,slobodny
9746,Sandra,Horvathova,625928/7721,Svidnik,464587,vydaty
9747,Marek,Urban,510422/5728,Poprad,305008,slobodny
9748,Jana,Kucerova,805717/1832,Svidnik,298506,vydaty
9749,Juraj,Marko,720521/8771,Svidnik,161904,slobodny
9750,Zuzana,Fabianova,625909/4744,Senec,724632,vydaty
9751,Juraj,Bednar,800627/4317,Trnava,733424,slobodny
9752,Katerina,Horvathova,885214/7992,Senec,568609,vydaty
9753,Peter,Novak,770123/7259,Trnava,436232,slobodny
9754,Zuzana,Bednarova,835808/4518,Poprad,939868,vydaty
9755,Jan,Kucera,510609/6344,Zvolen,694413,slobodny
9756,Jana,Bednarova,766203/2142,Presov,613099,vydaty
9757,Jan,Vesely,800507/2111,Trencin,735243,slobodny
9758,Petra,Simekova,795427/8086,Tvrdosin,19955,vydaty
9759,Juraj,Predajniansky,720423/5669,Trnava,23128,slobodny
9760,Petra,Dvorakova,735518/2993,Martin,971730,vydaty
9761,Richard,Vesely,691124/2457,Svidnik,587751,slobodny
9762,Ivana,Cerna,565907/3803,Snina,176479,vydaty
9763,Filip,Horvath,960702/8400,Zilina,604632,slobodny
9764,Zuzana,Bednarova,565716/3205,Poprad,702130,vydaty
9765,Radoslav,Fabian,830403/2944,Bardejov,897931,slobodny
9766,Simona,Rusnakova,995117/8650,Nitra,805803,vydaty
9767,Filip,Fabian,821027/6827,Bardejov,429811,slobodny
9768,Sandra,Simekova,935316/9988,Senec,492906,vydaty
9769,Peter,Fabian,920517/8666,Zvolen,887627,slobodny
9770,Barbora,Urbanova,935602/1686,Senec,337274,vydaty
9771,Filip,Urban,751016/8153,Bratislava,708939,slobodny
9772,Zuzana,Markova,995220/6864,Tvrdosin,694332,vydaty
9773,Filip,Dvorak,800712/2098,Trencin,631444,slobodny
9774,Ivana,Rusnakova,645421/3604,Svidnik,450568,vydaty
9775,Richard,Urban,590709/8734,Levice,418110,slobodny
9776,Veronika,Kubikova,525808/3179,Snina,185122,vydaty
9777,Jan,Cerny,680811/8078,Trnava,427410,slobodny
9778,Katerina,Vesela,575527/4466,Svidnik,707622,vydaty
9779,Jan,Kucera,820618/3668,Zvolen,543967,slobodny
9780,Sandra,Dvorakova,925602/8411,Poprad,672881,vydaty
9781,Jan,Varga,551119/4445,Svidnik,757095,slobodny
9782,Jana,Kucerova,626003/4505,Komarno,238856,vydaty
9783,Martin,Cerny,740510/1810,Svidnik,658318,slobodny
9784,Zuzana,Urbanova,716201/4012,Bratislava,777383,vydaty
9785,Martin,Simek,551001/7980,Kosice,138261,slobodny
9786,Katerina,Novakova,656021/2300,Bardejov,862372,vydaty
9787,Marek,Kucera,951115/9436,Bratislava,394779,slobodny
9788,Petra,Simekova,515928/1545,Levice,246642,vydaty
9789,Ondrej,Dvorak,751014/2879,Trnava,908318,slobodny
9790,Barbora,Novakova,605401/2751,Komarno,668539,vydaty
9791,Ondrej,Marko,600722/8961,Bratislava,268794,slobodny
9792,Veronika,Simekova,536008/8173,Senec,981070,vydaty
9793,Tomas,Fabian,841121/6679,Zilina,684052,slobodny
9794,Veronika,Kucerova,925403/3368,Martin,247729,vydaty
9795,Radoslav,Muska,680124/3075,Bratislava,725758,slobodny
9796,Katerina,Simekova,775705/4124,Bratislava,897734,vydaty
9797,Ondrej,Kubik,940405/9940,Humenne,80907,slobodny
9798,Barbora,Muskova,645918/5945,Tvrdosin,727549,vydaty
9799,Radoslav,Rusnak,720528/7295,Zvolen,615246,slobodny
9800,Simona,Markova,885804/9929,Martin,104640,vydaty
9801,Radoslav,Marko,820611/5611,Snina,381924,slobodny
9802,Zuzana,Vargova,695609/6725,Zvolen,809992,vydaty
9803,Peter,Fabian,950919/8133,Komarno,502784,slobodny
9804,Veronika,Rusnakova,595301/3075,Senec,943876,vydaty
9805,Peter,Predajniansky,750210/8774,Nitra,796980,slobodny
9806,Barbora,Vesela,545114/5679,Svidnik,852204,vydaty
9807,Juraj,Muska,660314/2228,Bardejov,579062,slobodny
9808,Ivana,Urbanova,785423/9962,Svidnik,403448,vydaty
9809,Juraj,Kucera,820209/4864,Humenne,948237,slobodny
9810,Katerina,Rusnakova,766218/2922,Nitra,413608,vydaty
9811,Peter,Rusnak,720116/3889,Levice,426637,slobodny
9812,Simona,Vesela,746112/4874,Tvrdosin,400402,vydaty
9813,Richard,Bednar,540713/4955,Nitra,28477,slobodny
9814,Petra,Simekova,976020/3205,Humenne,441131,vydaty
9815,Radoslav,Vesely,990724/1649,Zvolen,888870,slobodny
9816,Katerina,Rusnakova,515509/7746,Trnava,424443,vydaty
9817,Peter,Vesely,660327/1199,Bardejov,101507,slobodny
9818,Katerina,Urbanova,515221/8469,Presov,307864,vydaty
9819,Peter,Varga,870316/9885,Trencin,649326,slobodny
9820,Barbora,Vargova,835126/8423,Martin,68328,vydaty
9821,Peter,Fabian,510706/6627,Komarno,813562,slobodny
9822,Veronika,Horvathova,836227/1067,Nitra,925771,vydaty
9823,Ondrej,Marko,590918/3419,Komarno,507463,slobodny
9824,Simona,Kubikova,775228/9788,Bardejov,950792,vydaty
9825,Tomas,Predajniansky,690102/2748,Levice,423922,slobodny
9826,Zuzana,Simekova,735526/8208,Humenne,762338,vydaty
9827,Filip,Kubik,720318/6199,Poprad,538430,slobodny
9828,Ivana,Vargova,985523/3262,Zvolen,28199,vydaty
9829,Martin,Novak,651212/5430,Zilina,302314,slobodny
9830,Sandra,Vargova,745513/6855,Senec,216285,vydaty
9831,Martin,Novak,830924/6521,Komarno,673234,slobodny
9832,Zuzana,Novakova,586205/8226,Kosice,617830,vydaty
9833,Marek,Dvorak,510128/6660,Martin,256855,slobodny
9834,Katerina,Simekova,896108/9926,Snina,746550,vydaty
9835,Filip,Urban,841202/6193,Nitra,254184,slobodny
9836,Simona,Bednarova,695915/5846,Levice,21990,vydaty
9837,Tomas,Bednar,760621/4135,Komarno,652472,slobodny
9838,Zuzana,Predajnianska,676019/7447,Zilina,87596,vydaty
9839,Ondrej,Rusnak,771120/4857,Nitra,585728,slobodny
9840,Lucia,Dvorakova,555811/5279,Presov,171469,vydaty
9841,Juraj,Vesely,641214/9720,Poprad,446879,slobodny
9842,Ivana,Bednarova,765420/4999,Komarno,597572,vydaty
9843,Marek,Kucera,530316/5341,Svidnik,498100,slobodny
9844,Katerina,Muskova,865820/4308,Trencin,150274,vydaty
9845,Peter,Fabian,991026/5746,Poprad,184091,slobodny
9846,Petra,Horvathova,925421/1157,Zilina,217843,vydaty
9847,Jan,Predajniansky,680604/4413,Bardejov,596714,slobodny
9848,Simona,Muskova,725628/7776,Svidnik,862666,vydaty
9849,Martin,Fabian,980417/2359,Snina,788730,slobodny
9850,Sandra,Urbanova,895303/8635,Komarno,709142,vydaty
9851,Radoslav,Varga,990616/6585,Bratislava,267251,slobodny
9852,Sandra,Markova,856228/7026,Senec,421683,vydaty
9853,Marek,Predajniansky,720627/6711,Komarno,763888,slobodny
9854,Katerina,Kubikova,586128/1500,Tvrdosin,114790,vydaty
9855,Filip,Rusnak,770825/8326,Martin,116799,slobodny
9856,Sandra,Fabianova,765201/4438,Poprad,704478,vydaty
9857,Peter,Muska,910116/6609,Zilina,190084,slobodny
9858,Veronika,Predajnianska,876205/7424,Trencin,846164,vydaty
9859,Tomas,Cerny,821121/9638,Humenne,253716,slobodny
9860,Lucia,Muskova,535115/9478,Snina,115781,vydaty
9861,Jan,Novak,530426/9467,Senec,569266,slobodny
9862,Sandra,Kubikova,525903/7552,Trnava,215803,vydaty
9863,Marek,Urban,770417/5425,Zvolen,77185,slobodny
9864,Katerina,Bednarova,845713/3738,Komarno,97478,vydaty
9865,Peter,Marko,890227/2523,Tvrdosin,339092,slobodny
9866,Veronika,Rusnakova,525811/8257,Trencin,473981,vydaty
9867,Jan,Vesely,650523/1072,Bardejov,355067,slobodny
9868,Ivana,Markova,675706/7259,Tvrdosin,831127,vydaty
9869,Ondrej,Varga,750309/8003,Bratislava,670209,slobodny
9870,Lucia,Kubikova,826113/5120,Kosice,791658,vydaty
9871,Martin,Varga,841118/9520,Bratislava,19771,slobodny
9872,Lucia,Dvorakova,905910/5022,Poprad,77140,vydaty
9873,Filip,Cerny,690612/7974,Kosice,431633,slobodny
9874,Katerina,Kucerova,705324/8122,Bardejov,781242,vydaty
9875,Tomas,Urban,920505/9222,Poprad,459788,slobodny
9876,Jana,Rusnakova,625502/1520,Zilina,121773,vydaty
9877,Filip,Vesely,610421/8884,Snina,189446,slobodny
9878,Barbora,Novakova,876022/7669,Humenne,716812,vydaty
9879,Radoslav,Kucera,600316/8411,Bardejov,651224,slobodny
9880,Petra,Dvorakova,665508/3112,Bardejov,448783,vydaty
9881,Ondrej,Cerny,510509/9529,Senec,216081,slobodny
9882,Barbora,Rusnakova,705708/1468,Bardejov,579422,vydaty
9883,Juraj,Simek,980618/8514,Bardejov,902477,slobodny
9884,Petra,Fabianova,725506/7425,Snina,711866,vydaty
9885,Martin,Simek,770208/2653,Presov,813497,slobodny
9886,Ivana,Simekova,575227/1851,Snina,619431,vydaty
9887,Filip,Kucera,880109/9369,Svidnik,757870,slobodny
9888,Katerina,Novakova,885617/8945,Levice,979669,vydaty
9889,Radoslav,Bednar,780623/5910,Senec,512297,slobodny
9890,Petra,Markova,525210/3230,Trencin,733282,vydaty
9891,Ondrej,Fabian,800409/5573,Presov,984884,slobodny
9892,Petra,Novakova,725325/5582,Presov,374700,vydaty
9893,Ondrej,Horvath,831202/8808,Poprad,922531,slobodny
9894,Veronika,Dvorakova,616012/7025,Zilina,701756,vydaty
9895,Radoslav,Muska,671212/5997,Svidnik,258791,slobodny
9896,Katerina,Cerna,965720/3467,Poprad,329775,vydaty
9897,Radoslav,Novak,571010/6014,Levice,520192,slobodny
9898,Ivana,Novakova,695509/4599,Nitra,310187,vydaty
9899,Tomas,Novak,980606/3099,Poprad,564813,slobodny
9900,Ivana,Vesela,885202/2345,Zilina,245100,vydaty
9901,Ondrej,Horvath,610902/1826,Martin,97841,slobodny
9902,Jana,Vargova,885926/9405,Svidnik,133619,vydaty
9903,Ondrej,Kucera,620404/8171,Komarno,689011,slobodny
9904,Petra,Urbanova,915820/9863,Presov,771761,vydaty
9905,Ondrej,Kucera,840813/6235,Snina,865398,slobodny
9906,Ivana,Horvathova,515809/2794,Poprad,224977,vydaty
9907,Tomas,Rusnak,741105/6807,Levice,246591,slobodny
9908,Petra,Simekova,755209/4879,Martin,564456,vydaty
9909,Jan,Simek,530924/5326,Poprad,335286,slobodny
9910,Zuzana,Cerna,836013/4487,Komarno,797285,vydaty
9911,Martin,Simek,711211/2393,Bardejov,693902,slobodny
9912,Veronika,Novakova,965510/8599,Svidnik,744527,vydaty
9913,Ondrej,Muska,710317/6112,Trnava,101215,slobodny
9914,Ivana,Vargova,895925/7054,Bardejov,334838,vydaty
9915,Filip,Vesely,590126/1420,Kosice,152961,slobodny
9916,Ivana,Predajnianska,965426/6987,Humenne,865791,vydaty
9917,Martin,Simek,840327/4757,Martin,728810,slobodny
9918,Simona,Muskova,745410/7428,Senec,766763,vydaty
9919,Richard,Dvorak,810408/6771,Bratislava,267209,slobodny
9920,Petra,Novakova,706127/9157,Bratislava,330485,vydaty
9921,Peter,Muska,851121/5753,Zvolen,289290,slobodny
9922,Jana,Markova,975814/4362,Zilina,660099,vydaty
9923,Marek,Cerny,840808/6759,Humenne,945520,slobodny
9924,Sandra,Markova,935806/6394,Komarno,247336,vydaty
9925,Ondrej,Simek,920117/4302,Poprad,483429,slobodny
9926,Sandra,Bednarova,856108/2018,Humenne,994760,vydaty
9927,Juraj,Cerny,971123/4381,Martin,964216,slobodny
9928,Sandra,Kucerova,845626/5310,Zilina,788108,vydaty
9929,Tomas,Predajniansky,810721/6068,Snina,346109,slobodny
9930,Lucia,Simekova,536027/8039,Poprad,508986,vydaty
9931,Richard,Cerny,720709/6023,Trencin,468138,slobodny
9932,Jana,Simekova,985524/4585,Zilina,86920,vydaty
9933,Radoslav,Kucera,930924/2239,Nitra,193104,slobodny
9934,Ivana,Bednarova,856028/7435,Senec,303508,vydaty
9935,Jan,Cerny,811017/3857,Bratislava,789454,slobodny
9936,Katerina,Fabianova,555602/2101,Trnava,292602,vydaty
9937,Ondrej,Varga,940910/8687,Humenne,424484,slobodny
9938,Ivana,Dvorakova,845623/8983,Trencin,477290,vydaty
9939,Tomas,Kucera,751206/4960,Kosice,709536,slobodny
9940,Veronika,Predajnianska,715201/8470,Kosice,126526,vydaty
9941,Tomas,Muska,640104/3490,Nitra,692062,slobodny
9942,Jana,Dvorakova,716216/5511,Martin,523438,vydaty
9943,Peter,Simek,610208/1361,Snina,392665,slobodny
9944,Barbora,Novakova,796026/8172,Martin,498365,vydaty
9945,Filip,Kucera,731102/9100,Levice,659509,slobodny
9946,Zuzana,Cerna,516227/8893,Kosice,76179,vydaty
9947,Richard,Horvath,570304/6472,Komarno,563317,slobodny
9948,Simona,Dvorakova,606101/1432,Nitra,827070,vydaty
9949,Peter,Kubik,720404/9866,Senec,196581,slobodny
9950,Jana,Horvathova,515128/2198,Nitra,258212,vydaty
9951,Juraj,Kubik,520117/8408,Zvolen,409891,slobodny
9952,Veronika,Novakova,885923/6868,Bardejov,395411,vydaty
9953,Tomas,Muska,730226/1579,Bardejov,900647,slobodny
